1571997105,3,0,2,"CJ,CA,C8,C2;S2,S6,S3,S9;SA,C3,C4,C6;H7,C10,C5,C9;H4,CK,C7,CQ;D3,D6,DA,D2;S5,SQ,S4,HJ;D4,DK,D10,D7;H3,H2,HK,H5;D5,HA,DJ,D8;S7,HQ,S10,H9;S8,H10,SK,DQ;SJ,H6,H8,D9"
1571997105,3,0,2,"CJ,C10,C2,CQ;S8,S9,S2,S3;SQ,S10,S4,S5;C3,C4,C5,C6;D2,D9,D4,D5;D3,D10,D8,D7;D6,DQ,H9,DJ;SK,C7,CK,SA;HQ,HK,S6,HA;H4,H10,S7,HJ;H3,H5,SJ,H8;H2,C8,CA,H7;DA,C9,H6,DK"
1571997105,3,0,2,"C2,CA,CK,C6;S6,S3,S4,S2;S8,SJ,HK,S5;C3,C4,C5,SA;C7,C9,C10,SK;D8,D2,D3,D9;S9,H4,H8,S7;C8,H3,H7,HA;CJ,H2,H5,HQ;CQ,DJ,DA,HJ;DQ,D4,D7,H9;SQ,D6,DK,S10;H10,D5,D10,H6"
1571997105,3,0,2,"CJ,C2,CK,CA;S8,S3,S6,S2;S9,S4,S7,S5;C7,C3,C9,C4;HK,SK,SJ,S10;C8,C5,CQ,C6;D3,D2,D4,D9;DQ,DJ,D6,D5;C10,H10,SA,SQ;H4,H3,H7,H2;HQ,DK,D8,D7;HJ,DA,D10,HA;H5,H8,H9,H6"
1571997105,3,16,2,"CA,C4,CK,C2;S9,S4,S5,S2;S10,S6,S7,S3;C3,HQ,C5,C6;C7,HJ,C8,C9;D4,D3,D2,D10;D5,D6,SA,DJ;D7,DQ,HA,DK;SQ,S8,SJ,SK;H3,H7,H6,H2;D8,DA,HK,H8;D9,H9,CQ,H4;C10,H10,CJ,H5"
1571997105,3,18,2,"C2,C9,CA,CK;S2,S4,S5,S6;S3,S8,SJ,S10;C4,C3,C6,CQ;D10,D5,D2,D3;S7,S9,HA,SQ;SA,D7,D4,DA;H3,SK,H5,H2;C8,C5,C7,HK;C10,DK,HQ,HJ;CJ,DQ,H7,H10;H4,DJ,D8,H6;H8,D9,D6,H9"
1571997105,3,7,2,"C8,CJ,CQ,C2;S2,S5,S6,S4;S3,S8,S7,S10;HA,C7,C3,CK;HQ,C9,C4,CA;D4,D2,SQ,D3;D6,D5,SA,D7;D8,DJ,HK,D9;D10,DQ,H8,SK;S9,SJ,H5,HJ;H3,H2,C10,H4;DA,H6,C6,H7;DK,H10,C5,H9"
1571997105,3,0,2,"CA,C2,C10,C8;S4,S7,S2,S5;S10,SJ,S3,SA;C5,CJ,C3,C7;CQ,CK,C4,HK;D2,D5,DA,D6;SQ,SK,S6,HQ;D3,D7,D8,D9;D4,DK,H7,DQ;H2,H5,C9,H3;H10,H8,C6,H4;D10,HA,S9,HJ;DJ,H9,S8,H6"
1571997105,3,13,2,"C2,CA,CQ,C8;S2,S4,S9,SQ;C4,C7,C3,C5;D6,DJ,D4,D2;HJ,DQ,D10,D3;S3,S6,S10,HA;H10,SK,DK,D5;S5,S7,SJ,H4;S8,HK,SA,DA;CJ,C10,C9,C6;H6,H2,H5,D9;H7,H3,H9,D8;H8,CK,HQ,D7"
1571997105,3,1,2,"C3,C9,C2,CK;S4,S2,S3,S6;S5,S10,H10,S9;S7,SJ,H3,SA;SQ,C4,CJ,C5;HQ,C6,CQ,C7;H9,SK,CA,C8;D7,D4,D2,D5;D9,DQ,D3,HA;H7,H2,DK,H5;D10,HK,D6,HJ;DA,H6,D8,H8;S8,H4,DJ,C10"
1571997105,3,0,2,"CK,CA,SK,C2;S2,S3,S4,SA;C5,C6,HA,C3;S9,S8,S5,H4;SJ,SQ,S6,H3;C7,C9,H10,C4;HJ,CJ,H9,C8;D5,D2,DA,D3;D6,D4,DQ,D10;H7,HK,S7,DK;H5,HQ,S10,DJ;H2,D8,H6,CQ;D9,D7,H8,C10"
1571997105,3,17,2,"C8,CK,C2,CA;S4,S7,S3,S2;S8,S9,HQ,S5;SK,SJ,HJ,S6;D2,D7,D3,D8;SA,HK,H10,S10;D4,H9,D6,D9;HA,C4,C3,C10;DA,C5,C7,CJ;DQ,C6,C9,CQ;DJ,H4,H7,SQ;D10,H2,H6,H5;D5,H3,DK,H8"
1571997105,3,17,2,"CA,C2,CJ,CK;S3,S2,SJ,SQ;D10,D2,D3,D4;C7,C3,C9,C4;D5,SA,D8,D7;D6,HJ,D9,DJ;HA,H10,DQ,DK;H9,C5,SK,C6;H8,C10,HQ,C8;S6,S4,H6,HK;S7,S5,H5,H7;S8,S10,H4,H3;S9,H2,DA,CQ"
1571997105,3,11,2,"CQ,C2,C7,CA;S8,SJ,S3,S2;C3,C4,HQ,C5;SQ,HA,S5,S4;C9,C6,HJ,C10;D2,D3,D7,D6;D4,D9,D10,D8;D5,DJ,DQ,DK;SA,H10,S6,S9;H4,DA,H2,H5;HK,CK,S7,S10;H9,CJ,H7,SK;H6,C8,H3,H8"
1571997105,3,11,2,"C2,CQ,C9,CA;S4,S2,S3,S5;S6,S7,SQ,S8;D3,D2,D5,D4;D10,DQ,D6,D7;HQ,SJ,SK,S9;DA,HA,D8,DK;C3,C10,SA,C5;H2,H3,H9,HK;H5,H8,HJ,S10;C4,H7,H10,C8;C6,H6,DJ,CJ;C7,H4,D9,CK"
1571997105,3,17,2,"C7,CA,C10,C2;S4,S9,S2,S5;C3,C4,SA,C5;S7,HK,S3,S6;C6,C9,SK,C8;SQ,CJ,H9,CQ;HA,HQ,H7,CK;D4,D2,D3,DJ;D5,D7,D6,DA;H6,HJ,S10,S8;D9,D8,D10,H8;DQ,H10,DK,H3;H2,H4,H5,SJ"
1571997105,3,13,2,"C7,CJ,C2,CK;S2,S7,S3,S4;S5,S8,SJ,SQ;C5,C4,C3,C6;HK,C9,CQ,C8;H7,C10,CA,HA;D4,D3,D2,DJ;D5,D7,D8,D6;D10,DQ,DK,D9;H2,H8,H3,H4;S6,S9,HQ,HJ;S10,SK,H9,H10;DA,SA,H6,H5"
1571997105,3,0,2,"C8,CK,C2,CA;S4,S3,S2,S5;SJ,S8,S6,S7;C4,C5,C3,CJ;D2,D5,D4,D3;SQ,C7,C6,SA;HA,C10,C9,SK;HK,CQ,H3,HQ;DQ,D8,D6,D7;H2,H6,DK,H4;HJ,D9,DJ,D10;H9,H10,S9,H8;H5,DA,S10,H7"
1571997105,3,0,2,"C2,CA,CK,CQ;S2,S6,S3,S4;S10,S7,S9,S5;C4,C3,C8,C5;SA,C7,C9,C6;D2,D3,DJ,D5;D4,D6,DK,D8;D7,D9,DA,D10;HA,S8,SQ,SJ;H7,H2,H3,H5;DQ,SK,HQ,HK;H9,H4,H8,H6;HJ,C10,H10,CJ"
1571997105,3,15,2,"CQ,C2,CA,C8;S2,S8,S4,S3;S10,S9,S6,S5;C6,C4,C10,C3;SA,HA,SJ,S7;C9,C5,CK,C7;D2,D4,D5,D3;HJ,H10,SQ,SK;D8,D6,HK,D7;CJ,H8,HQ,H3;D9,DQ,H9,D10;H6,H2,H4,DK;DA,H5,H7,DJ"
1571997105,3,13,2,"C2,C10,CA,CK;S4,S3,S6,S2;S8,S9,S7,S5;S10,SJ,SQ,SK;D2,D3,DJ,D8;C5,SA,C3,C4;D7,D4,DQ,DK;C7,HA,H10,C6;D10,D5,DA,HK;H2,H8,H4,H6;H3,D6,H9,HJ;C9,D9,H7,CQ;C8,HQ,H5,CJ"
1571997105,3,18,2,"CQ,CJ,CA,C2;S8,S5,S2,S4;SJ,S7,S3,S6;C9,C7,C3,C5;D5,D2,D4,DQ;HA,C10,C4,C6;HJ,S9,SA,SK;H10,SQ,C8,CK;H3,H4,H2,H5;DA,H7,HK,H6;D6,D3,D7,HQ;D8,DK,D9,H9;D10,S10,DJ,H8"
1571997105,3,17,2,"C2,CJ,C3,C9;S2,S4,S7,S9;S3,S6,SJ,S10;DQ,D4,D2,D6;S5,HA,HJ,SQ;DK,D8,D3,DA;S8,HQ,H9,SK;CQ,C4,H4,C5;SA,H10,H2,HK;CK,C7,DJ,C6;CA,C10,D10,C8;H5,H6,D7,H3;H7,D9,D5,H8"
1571997105,3,0,2,"CJ,C2,CQ,CA;S2,S5,S3,S9;C3,C6,SA,C4;C7,C10,SK,C5;C9,CK,HK,C8;D3,D5,D2,D6;D4,D8,DA,D7;S4,SQ,S7,HA;DK,DJ,HQ,D9;S6,H9,S8,H8;HJ,H5,S10,H7;H10,H4,SJ,DQ;H6,H3,H2,D10"
1571997105,3,13,2,"C10,C2,CK,C9;S2,S3,S6,S10;C6,C4,C7,C3;S4,S8,S9,SA;C8,CJ,CQ,C5;S5,H10,SJ,HA;D6,D4,D2,DK;SQ,D5,D3,D10;SK,D8,D7,DQ;H2,H7,H4,H3;HK,CA,HJ,HQ;H8,D9,DJ,H6;S7,DA,H9,H5"
1571997105,3,4,2,"CA,CK,C10,C2;S2,S8,S3,S7;S5,S10,S4,SJ;C4,SQ,C5,C3;C7,SA,C8,C6;D4,D2,D3,DK;CJ,HQ,SK,C9;CQ,H9,H10,HK;D5,D7,D6,D8;D9,DA,DQ,D10;H5,H3,H2,H6;HA,H4,S9,H8;DJ,H7,S6,HJ"
1571997105,3,24,2,"CA,C2,CQ,C9;S2,S7,S4,S3;SK,S8,SA,S5;C5,C6,C3,C4;HA,S9,HJ,S6;CK,C10,C7,C8;D2,D3,D4,D5;HQ,HK,H5,S10;H10,H7,H2,SJ;DA,D6,D7,DQ;H3,D10,DK,H6;H8,D9,DJ,SQ;H4,D8,CJ,H9"
1571997105,3,24,2,"C6,CQ,CK,C2;S7,S5,S3,S2;C5,CJ,C3,C7;HA,S8,S4,S6;H9,S9,SJ,S10;H8,C8,C4,CA;D4,D2,D3,D6;D7,D5,D10,DJ;DK,D8,SA,DQ;H3,H2,H6,H10;H7,DA,HK,SK;H5,D9,HQ,SQ;H4,C10,C9,HJ"
1571997105,3,0,2,"C2,CA,CJ,CQ;S5,S3,S2,S6;S9,S4,HK,S8;C6,SA,C3,C5;C9,HJ,C4,C7;C10,H10,H9,C8;CK,H8,H7,SQ;D7,D3,D2,D5;D8,D4,D6,SK;DK,D9,DJ,HA;H2,H3,H6,H5;HQ,D10,DQ,SJ;H4,S7,DA,S10"
1571997105,3,2,2,"CA,CK,C2,CJ;S2,S8,S3,S6;S4,SJ,S5,S7;C8,C6,C3,C4;S9,SK,SQ,S10;D3,D2,D7,D6;HA,HK,SA,H4;H8,HJ,C7,C5;H5,H10,C9,C10;D4,DQ,HQ,D8;D5,DK,H6,D9;DA,H7,H3,H2;D10,H9,CQ,DJ"
1571997105,3,22,2,"CA,C2,C5,CK;S3,S5,S2,S4;S6,S7,S9,S8;C10,C6,C4,C3;S10,HJ,SA,SJ;D3,D2,D4,DQ;CJ,C9,HA,C7;D5,D7,D6,D8;SQ,H6,HK,C8;SK,D9,DK,DJ;HQ,D10,DA,H9;H7,H2,H3,H8;H10,H4,H5,CQ"
1571997105,3,7,2,"CA,CK,C9,C2;S4,S8,S7,S2;C6,C5,C3,C4;S5,SQ,HQ,S3;C10,C7,C8,CJ;D3,D4,D2,D5;D9,D7,D6,D10;DQ,DK,D8,DJ;S6,SK,HJ,S9;SA,CQ,H10,HA;H6,H3,H2,H7;SJ,H5,H8,S10;H9,H4,DA,HK"
1571997105,3,10,2,"CA,C8,C10,C2;S6,S9,S2,S3;S7,S10,S5,S4;SK,SJ,SQ,S8;C6,C5,C3,C7;HA,SA,C4,CJ;HQ,HK,C9,CQ;HJ,H9,H5,CK;D5,D3,D7,D2;D10,DQ,D9,D4;H10,DA,DJ,D6;H6,H2,H3,H7;H8,H4,DK,D8"
1571997105,3,1,2,"CJ,CA,C2,C3;S6,S5,S3,S2;C4,C10,C5,SQ;D4,D2,SA,D5;D8,D3,H10,D6;DQ,D10,H7,D7;DK,DJ,H6,D9;DA,HA,H3,SK;C6,H5,C7,HK;HQ,S8,S4,S9;H9,H4,CK,H2;C8,SJ,CQ,HJ;C9,S10,S7,H8"
1571997105,3,26,2,"C2,CJ,CQ,CA;S3,S2,S10,S4;C7,SQ,C4,C3;D4,D3,DJ,D2;D5,D6,DQ,DA;S7,S6,HA,S5;D7,SK,HK,CK;D8,HQ,H10,C10;D9,HJ,H6,C9;D10,H9,H5,C6;DK,H8,H4,C5;SA,SJ,H2,S8;H7,H3,C8,S9"
1571997105,3,1,2,"CQ,C2,SA,CA;S4,S3,S10,S2;D3,D7,D4,D2;S7,S5,HA,S6;C4,C3,H8,C6;HQ,SQ,H7,S8;D6,DK,D5,D10;C5,C7,H6,SK;C8,C9,H3,HK;HJ,C10,DQ,H5;H9,CJ,DJ,DA;H4,CK,D9,SJ;H2,H10,D8,S9"
1571997105,3,0,2,"C2,C9,CK,CA;S4,S3,S2,S6;SQ,S5,S10,S9;D4,DA,D2,D6;D9,D8,D3,D7;SK,S7,H8,HA;SA,S8,DQ,H10;C3,C4,C5,CJ;HJ,H5,DJ,H2;C7,C8,C6,H9;HK,DK,D5,H6;HQ,SJ,D10,H4;C10,H7,CQ,H3"
1571997105,3,16,2,"CK,C10,C2,CA;HA,S4,S2,S3;HK,S8,S6,S5;HQ,S9,S7,SJ;C7,C4,H8,C3;C8,C6,H6,C5;CJ,C9,H2,CQ;D3,D5,D6,D2;H10,SQ,S10,SK;D4,D9,D7,D8;H9,SA,DA,H5;H3,H4,DK,DQ;H7,HJ,DJ,D10"
1571997105,3,26,2,"CA,C6,C10,C2;S6,S3,S5,S2;C3,C4,C7,C8;SA,S4,S9,S8;CK,C5,C9,CJ;D2,D4,D6,D5;HA,S7,S10,H10;HQ,HK,SJ,H9;D3,D7,DJ,D8;HJ,H6,SK,H5;H8,H3,SQ,DA;H2,DQ,H4,DK;D10,D9,H7,CQ"
1571997105,3,0,2,"CA,C2,CJ,C5;S4,S2,S9,S5;S7,S3,S10,SJ;C6,C10,C7,C3;HJ,S6,SQ,HA;D5,D2,D3,D4;DK,D10,D6,D7;C8,CK,HK,C4;H10,S8,H6,H8;H5,SK,H4,H7;H3,SA,H2,DA;CQ,H9,DQ,DJ;C9,HQ,D9,D8"
1571997105,3,0,2,"CA,C2,CK,C9;SJ,S4,S2,S3;C3,C5,C4,C7;SK,S5,S6,S7;D5,DQ,D2,D3;HK,S8,SQ,S10;H7,C10,C6,C8;D6,D7,HJ,D4;H4,S9,H8,HA;DA,SA,H6,H10;DK,H2,H5,H3;D10,HQ,CJ,DJ;D9,H9,CQ,D8"
1571997105,3,5,2,"CA,C8,CJ,C2;S4,S10,S2,SJ;C4,C7,C5,C3;D2,D4,DA,D5;S8,SA,S3,SQ;D3,D6,DJ,D7;D8,D10,D9,SK;DQ,DK,H8,HK;H2,H4,H5,H3;S9,HA,S5,HJ;C6,HQ,C9,C10;CQ,H10,S7,CK;H6,H7,S6,H9"
1571997105,3,14,2,"CA,C7,C2,CK;S4,S2,S9,S7;S8,S3,S10,SK;C4,C3,C6,C10;C9,C5,C8,CJ;SA,H10,SQ,CQ;D3,D5,D2,D4;D9,DJ,D7,D6;DK,DA,D8,D10;HJ,S5,SJ,HK;H3,H4,H6,H2;H7,H9,HQ,H5;H8,S6,HA,DQ"
1571997105,3,0,2,"C2,CA,C9,CK;S4,S8,S5,S2;C8,C7,C3,C6;CJ,HK,C4,C10;D2,D3,D8,DJ;SQ,HQ,S6,S3;D6,D4,D10,HJ;SA,H8,S9,S7;DQ,D5,SK,H10;DK,D7,HA,H5;DA,D9,H6,CQ;H7,H2,H3,SJ;H9,H4,C5,S10"
1571997105,3,1,2,"CJ,C2,CA,C8;S2,S6,S3,S7;S4,H9,SJ,S9;C5,C3,C6,SK;C7,C4,C9,HK;C10,H5,CQ,H10;HA,H4,CK,H8;D2,D4,D5,D3;DA,D8,D7,D6;S5,H3,SQ,S10;HQ,D10,D9,DJ;HJ,H2,SA,H6;S8,DK,DQ,H7"
1571997105,3,4,2,"C6,C2,C10,CA;S2,S7,S3,S5;C3,C5,C7,C4;S6,SA,S4,H6;SK,CQ,SQ,C8;D2,D6,D4,D7;D3,DA,D5,D9;H3,H4,H2,H5;DQ,HQ,D8,D10;S9,HJ,S8,DK;S10,H10,HA,CK;SJ,H8,H9,CJ;HK,H7,DJ,C9"
1571997105,3,14,2,"C9,CK,CJ,C2;S2,S7,S4,S10;S3,S9,S6,SJ;C3,CQ,C5,C4;D3,D6,D5,D2;DK,D7,DQ,D4;S5,HA,S8,SQ;SA,D8,DA,D9;HQ,HJ,SK,H10;H2,H8,H4,H3;H5,D10,HK,CA;C8,DJ,H7,C10;C6,H9,H6,C7"
1571997105,3,23,2,"CK,CA,C7,C2;S2,S4,SA,S3;C3,CJ,C4,C6;S5,SJ,HA,S6;D8,D5,D2,D4;S9,HQ,H9,S7;C5,H10,H5,C10;HK,H6,H4,S8;H7,H2,H3,S10;DA,D10,DK,SK;CQ,D9,DQ,SQ;C9,D7,DJ,H8;C8,D6,D3,HJ"
1571997105,3,2,2,"C2,CJ,CA,C10;S4,S2,S3,S6;S5,S10,SK,S7;C3,C8,C7,SQ;DJ,D6,D4,D2;DA,SA,D7,D3;S8,HA,H6,S9;H8,HQ,D9,D5;C4,HJ,CK,HK;CQ,H10,D10,D8;C9,H9,DQ,H7;C6,H5,DK,H2;C5,H3,H4,SJ"
1571997105,3,2,2,"CA,C9,CK,C2;S4,S2,S3,S5;S8,S7,H10,S6;S9,SQ,H4,S10;C10,C7,C3,C6;D2,DK,D3,D4;D5,D6,D7,D10;SK,SA,C4,C8;H9,HK,C5,CQ;H8,H2,H3,H5;D8,D9,DQ,HA;DJ,H7,DA,HQ;SJ,H6,CJ,HJ"
1571997105,3,0,2,"C2,CJ,CA,CK;S6,S3,S2,S5;S10,S4,S8,S7;C6,C3,C4,C5;CQ,C7,HA,C8;D9,D4,D3,D2;DJ,DQ,D5,D6;SQ,C9,HK,HQ;SA,C10,DK,H7;H4,H3,D10,H2;SK,H10,S9,H5;H9,H6,D7,DA;HJ,H8,SJ,D8"
1571997105,3,8,2,"C2,C9,CQ,CJ;S2,S9,S3,S5;CK,C4,C8,C3;CA,C5,C10,C6;D7,D2,D4,D5;D10,D3,SA,D8;DJ,D6,H8,DK;SQ,SK,S4,S6;HK,C7,H4,HA;DQ,D9,H2,H10;H3,H5,S10,H6;HJ,HQ,S7,SJ;H7,DA,S8,H9"
1571997105,3,1,2,"C10,C2,CA,C9;S5,S10,S3,S2;C5,C6,CJ,C3;SQ,H9,S4,S6;D5,D2,D4,D7;D9,D3,D8,D10;SK,H7,S8,S7;DJ,D6,SA,HK;DK,DQ,HA,H6;DA,H2,HJ,H4;H5,CK,H8,H3;HQ,CQ,S9,SJ;H10,C8,C7,C4"
1571997105,3,1,2,"CA,C10,CQ,C2;S2,S3,S9,S7;S4,H4,S10,S8;CK,C3,C7,C8;S5,DA,HK,SA;SQ,C4,CJ,C9;D2,D4,D6,D3;SK,D8,D10,D5;H9,D9,DK,D7;H6,DQ,H3,H2;S6,DJ,HJ,HA;SJ,C6,H10,HQ;H7,C5,H8,H5"
1571997105,3,8,2,"CA,C10,C2,CJ;S10,S3,S7,S2;C5,C7,C3,C8;SK,S4,S8,S6;CQ,HA,C4,C9;CK,HK,C6,SQ;D5,D2,D9,D3;H9,S5,SJ,SA;D8,D6,HQ,D4;DQ,DJ,H10,D7;DA,DK,H8,D10;H5,H3,H2,H7;H6,S9,H4,HJ"
1571997105,3,4,2,"C10,CA,C2,CQ;S2,S3,S9,S8;S4,S10,SJ,SK;C3,C7,C4,C5;D10,D2,D3,D7;S5,SQ,SA,HQ;H8,HA,C6,C8;H7,D4,D5,D9;H5,D8,D6,DA;H4,HK,CK,C9;H3,DJ,DK,H10;S7,H9,H2,H6;S6,DQ,HJ,CJ"
1571997105,3,4,2,"C2,CJ,CQ,CA;S4,S5,S3,S2;S6,S8,SQ,S7;D4,D2,D5,D3;D7,D6,DK,D8;H10,D9,DA,DJ;S10,S9,SK,SA;H6,D10,HQ,DQ;C3,C9,C6,CK;H5,H2,H7,H4;C4,H8,C7,HA;C5,H3,C8,HK;C10,SJ,H9,HJ"
1571997105,3,0,2,"CQ,CK,C2,C10;S4,S3,S6,S2;SQ,S5,S7,SJ;C7,C5,C4,C3;CJ,HA,C6,C8;D2,D3,D4,D10;D6,D5,D7,DJ;SA,H3,CA,C9;D8,DQ,DA,HK;HQ,H2,H5,H4;D9,S10,HJ,H8;DK,S9,H10,H7;SK,S8,H9,H6"
1571997105,3,15,2,"CA,C9,C2,CJ;S6,S7,S2,S4;SJ,S9,S3,S5;C3,SA,C5,C6;C4,H10,C7,C8;D3,D2,D9,D4;HQ,S10,S8,SQ;D10,D6,SK,D5;C10,H5,HA,H9;CQ,H4,HK,H6;CK,DA,H8,DJ;H3,DK,H2,D8;HJ,DQ,H7,D7"
1571997105,3,0,2,"CA,CJ,C2,CK;S6,S3,S2,S5;S7,S9,S4,S10;CQ,C4,C7,C3;S8,SJ,SK,SQ;SA,C5,C9,C8;HK,C6,C10,H10;D3,D2,D4,D10;D5,D8,D6,D7;DQ,DJ,D9,H8;H6,H3,HA,H2;HQ,HJ,DK,H5;H7,H9,DA,H4"
1571997105,3,17,2,"C2,CA,CJ,C10;S2,S3,S4,S6;C6,CK,C7,C3;S7,S5,SQ,SK;C9,H10,C8,C4;D3,D6,D2,D9;CQ,H6,SA,C5;S10,S8,HA,HJ;SJ,S9,HK,H9;H3,DA,H5,H2;HQ,D7,D4,DJ;H8,D10,D5,DK;H4,DQ,D8,H7"
1571997105,3,17,2,"C10,CA,C2,C7;S10,S3,S2,S6;SJ,S4,S5,S9;C3,C9,CJ,C4;SQ,S8,S7,SK;C6,SA,CQ,C5;C8,HK,CK,HQ;D2,D8,D3,D4;DJ,DA,D7,D5;H5,H3,H2,H10;DK,H9,D10,D6;HJ,H7,H4,DQ;HA,H8,H6,D9"
1571997105,3,0,2,"C2,CK,CA,CQ;S7,S9,S3,S2;SK,S10,SA,S4;C4,C5,C3,C8;H8,HK,H10,S5;H7,HQ,DQ,S6;H6,HJ,D9,S8;H4,H9,D7,SJ;D6,D3,D2,DJ;H3,DA,D4,SQ;DK,D10,CJ,H2;D8,D5,C10,H5;C9,C7,C6,HA"
1571997105,3,2,2,"CJ,CA,CQ,C2;S3,S4,S9,S2;C6,C3,C7,C4;C9,C5,C8,CK;S6,S5,H10,S7;S8,S10,H6,SJ;D2,D3,D5,D4;SQ,HJ,C10,SA;D10,D8,D6,HA;DK,D9,D7,HK;SK,H8,H3,H5;H9,H7,DA,H2;HQ,DQ,DJ,H4"
1571997105,3,0,2,"CK,C2,CA,C10;S3,S2,S9,S7;C3,CJ,C6,C4;S5,S4,SK,S8;C5,HA,C9,C7;C8,H7,CQ,SQ;D7,D10,D2,D3;D8,DJ,D5,D4;D9,DK,SA,D6;DQ,DA,HQ,HK;SJ,S6,HJ,H8;H9,H4,H5,H2;H10,S10,H6,H3"
1571997105,3,0,2,"CK,CQ,C2,C6;S6,S2,S4,S3;SJ,S5,S7,S10;C5,C4,C9,C3;SK,HA,S8,SQ;C10,C7,CA,HK;D4,D2,D5,DQ;D7,D3,D9,D6;D8,D10,DA,DJ;SA,HJ,S9,HQ;DK,H8,H9,H7;CJ,C8,H5,H4;H10,H6,H3,H2"
1571997105,3,16,2,"C6,CK,CA,C2;S2,S3,S7,S4;S6,S5,S8,S9;HA,S10,HK,SJ;C3,C10,C4,C5;D5,D9,D3,D2;H10,SQ,DK,SK;D7,HQ,DQ,D4;H4,HJ,C7,SA;H2,H7,C8,H9;DA,H6,C9,H8;DJ,H5,CJ,D8;D10,H3,CQ,D6"
1571997105,3,2,2,"CA,C8,C2,C5;S6,S5,S2,S3;SJ,S8,S4,S7;C10,C3,C4,SK;CK,C7,C6,HJ;D2,DK,D4,D5;SQ,S9,H5,S10;D3,D10,D7,D6;HA,D9,D8,DQ;HQ,SA,DJ,DA;H3,H4,CQ,H2;H8,H9,CJ,H6;H10,HK,C9,H7"
1571997105,3,2,2,"C2,CQ,CK,C7;S4,S2,S5,S7;S6,S3,SQ,S9;C3,C9,CJ,C4;D7,DK,D3,D2;D8,DA,D5,D4;S10,S8,HA,SA;SK,HK,D6,DQ;C5,C10,H7,C6;H8,SJ,H2,HQ;H6,H3,DJ,H4;C8,HJ,D10,H10;CA,H5,D9,H9"
1571997105,3,2,2,"C10,C2,CA,CQ;S2,S4,S3,S7;S10,S6,S5,S9;C5,CK,C3,C4;SQ,SJ,S8,HA;D6,D2,DJ,D3;D9,D4,DA,D5;SK,HK,SA,H10;H7,C7,CJ,C6;H2,HQ,H3,H9;H5,C8,HJ,C9;DK,D8,H8,D7;H4,D10,H6,DQ"
1571997105,3,1,2,"CA,CJ,C2,C9;S4,S7,S2,S3;S5,SJ,S8,S6;SK,C8,C3,C5;HA,C10,C4,C6;D8,D2,D6,D3;D9,D5,SA,D4;D10,D7,H10,DJ;HK,SQ,S9,S10;DQ,DK,H7,HQ;H3,H2,H5,H4;H6,HJ,CQ,C7;DA,H8,CK,H9"
1571997105,3,0,2,"CK,CA,CJ,C2;S4,S2,S8,S9;S6,S3,S10,SJ;C5,C9,C6,C3;SK,S5,H10,HK;C10,SQ,C7,C4;CQ,HA,C8,HJ;D3,D4,D8,D2;D5,DQ,D10,D7;D6,DK,DJ,D9;SA,S7,H8,H9;H3,H5,H6,H2;H4,HQ,DA,H7"
1571997105,3,1,2,"C2,CA,C7,CK;S2,S9,S4,S6;C4,C3,SK,C6;S3,SQ,S5,SJ;SA,D3,D2,D4;C9,C5,H9,CQ;HA,DJ,D5,D7;H10,DK,D6,D8;CJ,C8,H4,HJ;S8,HK,S7,H5;H2,H6,DQ,H3;H8,C10,D9,DA;H7,HQ,S10,D10"
1571997105,3,8,2,"C10,C2,CA,C9;S3,S7,S2,S9;S6,HK,S4,S10;D2,D3,D7,D4;S8,HJ,S5,SK;D8,D6,DQ,D5;SQ,H6,SJ,HQ;DK,CK,DA,D9;HA,CJ,SA,H10;C7,C3,CQ,H8;H3,C6,H2,H4;H9,C5,H7,D10;C8,C4,H5,DJ"
1571997105,3,3,2,"CA,C2,C3,CJ;S2,S10,S3,S6;SA,C5,HA,C4;HQ,C7,HK,C6;H10,C8,HJ,C9;S4,SQ,S5,S8;D3,D7,D2,D4;D6,D10,DK,D5;DA,H4,DJ,D8;SJ,H2,S7,SK;H7,CK,DQ,D9;H6,CQ,S9,H9;H5,C10,H8,H3"
1571997105,3,10,2,"CQ,CJ,C2,CK;S9,S4,S3,S2;D2,D5,D7,D4;HA,S6,SJ,S5;HJ,C5,C4,C3;H9,S7,HQ,S8;H4,C7,CA,C6;D3,D9,DQ,DJ;D6,DA,DK,SQ;H3,S10,H10,SK;H2,SA,H7,C8;D10,HK,H6,C9;D8,H8,H5,C10"
1571997105,3,2,2,"C9,C2,CA,CK;S5,S6,S2,S3;S10,S7,S4,S9;C4,C3,C7,C10;C5,SA,HQ,CJ;C6,SK,H2,CQ;DK,D2,D3,D5;C8,HA,DA,H5;D8,HK,D4,D6;SQ,SJ,S8,H4;H8,H6,D10,H3;H10,H7,D9,DQ;HJ,H9,D7,DJ"
1571997105,3,5,2,"CK,C2,C10,CQ;S6,S3,S5,S2;S8,S10,SJ,S4;C5,C4,C8,C3;D7,D9,D2,D8;C9,C7,SA,C6;S9,SQ,H3,S7;HQ,SK,H2,HA;H9,CJ,D10,HK;H8,CA,D6,H10;H5,H4,D5,H7;DJ,HJ,D3,DQ;DK,H6,D4,DA"
1571997105,3,5,2,"CQ,C2,CA,C10;S2,S6,S4,S3;S5,S9,SQ,S7;D3,DK,D2,D9;S8,S10,SA,SK;D4,H7,D8,D10;H10,C4,C5,C3;D5,H4,DA,DJ;H9,C6,C7,HA;H6,C8,C9,HK;H2,CJ,CK,HQ;D7,H3,H5,H8;D6,SJ,HJ,DQ"
