1571996514,0,1,0,"C2,CJ,CK,CQ;S2,S3,S9,S7;C7,HK,C3,SA;S6,S4,SQ,H10;D5,D4,D7,D2;D9,D6,D8,D3;S10,S5,SK,H9;HA,DJ,D10,DQ;H8,HQ,H7,DK;CA,HJ,H2,DA;C10,H6,C6,H3;C9,S8,C5,H5;C8,SJ,C4,H4"
1571996514,0,19,0,"C2,CK,DQ,CQ;S3,S2,S5,S4;S7,SA,S6,S9;C6,C3,SQ,C4;C7,C5,HK,C9;CA,C8,HJ,CJ;D5,D9,D4,D2;SK,C10,H6,HQ;DA,H3,H2,H9;D7,HA,DJ,D3;S10,H10,S8,D10;DK,H8,H5,D6;SJ,H7,H4,D8"
1571996514,0,0,0,"CA,CK,C2,C10;S6,SJ,S4,S2;C5,CJ,C3,C4;C7,CQ,C8,C6;D2,D3,D6,DA;HK,SQ,S5,S3;D5,D4,D10,SA;D7,D9,DQ,SK;D8,HQ,DK,HA;H6,H9,S7,S8;H4,H3,HJ,H2;DJ,H8,S9,H10;C9,H7,S10,H5"
1571996514,0,25,0,"CA,CK,CJ,C2;S4,S2,S9,S5;C6,C8,C3,CQ;S8,S3,HK,S7;C7,SQ,C4,HA;C10,SK,C5,H10;D3,DK,D4,D2;D5,D7,DJ,D6;D9,HQ,D8,DA;H6,H3,H2,H4;D10,SJ,HJ,H9;DQ,S10,H8,H7;SA,S6,C9,H5"
1571996514,0,0,0,"C8,C2,CQ,CJ;S2,S4,S8,S3;S6,S5,S10,S7;C3,C10,C4,C5;SJ,S9,SK,SA;HA,CK,C7,C6;HK,CA,C9,HJ;D3,D5,D2,D4;D6,D9,DQ,D7;DK,DJ,D10,D8;H4,H7,H3,H2;HQ,SQ,H10,H6;H8,H5,H9,DA"
1571996514,0,2,0,"CQ,C2,CA,C10;S3,S4,S2,S7;S5,SQ,SK,S8;C4,C5,C7,C3;HK,C6,C8,SA;D6,HQ,D2,D4;DK,H10,D3,D8;S6,H4,HJ,S10;H7,H3,D5,D9;H6,H2,D7,D10;H5,CK,DJ,DQ;SJ,CJ,H9,DA;S9,C9,H8,HA"
1571996514,0,8,0,"CQ,SA,CA,C2;S9,S6,S4,S2;C4,HQ,C3,C7;HA,S8,S10,S3;C5,H10,C9,CK;H9,H8,SQ,S5;D3,D4,D2,DK;DQ,D5,D7,D6;DJ,D10,D8,D9;C6,H5,SK,H6;C8,H4,HK,H2;C10,H3,HJ,SJ;CJ,DA,H7,S7"
1571996514,0,26,0,"CK,C8,C10,C2;S3,S2,S5,S10;SQ,C4,C3,C6;D3,D9,D8,D2;SA,C5,C7,C9;D4,D10,DQ,D7;S7,S4,S6,SK;HA,HJ,HK,CJ;DJ,H8,HQ,CQ;D6,H3,H6,CA;D5,H2,H4,H7;S9,DA,H5,H9;S8,DK,SJ,H10"
1571996514,0,24,0,"CK,CA,C6,C2;S6,S3,S5,S2;S8,S4,S10,H10;D2,D8,D4,D3;SJ,S7,HA,H7;C8,C3,HQ,C4;CJ,C5,H9,C7;CQ,C9,H6,C10;D7,SQ,D5,D6;D9,SA,D10,DQ;SK,HK,DJ,DK;HJ,H4,H2,H3;H8,S9,DA,H5"
1571996514,0,2,0,"CJ,C2,CA,CQ;S7,S3,S2,HK;C7,C4,C9,C3;SA,S4,S6,HQ;C10,C6,CK,C5;HJ,S5,SJ,H2;D4,DQ,D7,D2;H10,S8,SQ,DK;D5,H9,DJ,D3;H8,S9,SK,D10;H4,H3,H5,D9;DA,H7,H6,D8;D6,S10,HA,C8"
1571996514,0,7,0,"CA,CK,C2,C3;S2,S5,S4,S7;S3,H9,S9,SJ;D3,D4,D7,D2;S6,H8,S10,SK;D8,D6,DJ,D5;C6,C7,C4,HK;C8,C9,C5,HQ;CJ,CQ,C10,HJ;D9,DK,DQ,D10;SQ,DA,SA,H7;H10,H2,H6,H3;S8,H5,HA,H4"
1571996514,0,14,0,"CJ,C2,C9,CQ;S4,S5,S2,S6;SJ,S7,S3,S8;C5,C4,C3,C8;C6,CK,HK,C10;SK,S9,H10,SQ;C7,CA,DA,HA;D7,DJ,D2,D9;D8,DK,D3,H9;HJ,S10,D10,H8;H5,SA,D6,H7;H2,H6,D5,H3;DQ,HQ,D4,H4"
1571996514,0,18,0,"CQ,CA,CK,C2;S7,S5,S2,S3;C5,C4,C10,C3;SQ,SJ,S4,S9;C7,C6,H10,CJ;D4,D5,D2,D3;SA,SK,S6,S10;C8,C9,H7,HQ;HJ,H2,H5,H4;D9,HA,D6,D7;D10,HK,DJ,D8;DQ,H9,DA,H8;DK,H3,S8,H6"
1571996514,0,10,0,"CA,CK,C2,C9;S9,S4,S5,S2;S10,S8,SJ,S3;C3,C5,C6,HK;C4,SQ,C8,HQ;C7,SK,CQ,H10;D10,D2,D3,D4;DK,D5,D8,H8;SA,H5,HJ,S6;C10,H4,H2,H7;CJ,D9,DA,H6;H9,D7,DQ,H3;HA,D6,DJ,S7"
1571996514,0,15,0,"CA,C2,C4,CJ;S6,S5,S2,S4;C6,CQ,C3,C5;D4,D3,D2,D7;SA,SK,S3,S7;C7,HJ,HQ,SQ;D5,D9,D6,DA;H7,H8,S8,S9;H6,H4,SJ,S10;CK,D10,D8,HA;C10,DJ,DQ,HK;C9,H2,H5,H3;C8,DK,H9,H10"
1571996514,0,2,0,"CK,CA,C2,CQ;S5,S6,S3,S2;S8,S9,S7,S4;C7,C4,CJ,C3;S10,HA,SJ,SA;C8,C6,C9,C5;D4,D7,D5,D2;SQ,C10,SK,HK;D6,D10,D8,D3;DJ,DQ,HQ,D9;DA,DK,H8,H7;H2,HJ,H5,H3;H9,H10,H6,H4"
1571996514,0,0,0,"CA,C2,C10,CJ;S6,S3,S2,S4;SJ,SQ,S5,S8;D3,D6,D2,D8;D4,DK,D5,D9;HA,SK,S7,S10;C4,C3,C9,C6;C5,C8,C7,SA;CQ,CK,HQ,HK;H3,H2,DQ,H4;H7,H5,D10,H9;DA,H6,D7,H10;DJ,H8,S9,HJ"
1571996514,0,0,0,"CQ,C10,C2,CA;S3,S2,S5,S8;S6,S4,SQ,S10;C5,C4,C3,CK;DK,D2,D4,D5;DQ,D3,D6,D10;S9,S7,SA,SK;HK,D8,D7,HQ;C8,C7,CJ,C6;H5,HJ,H2,H3;H9,D9,HA,H10;H8,DJ,H7,H6;SJ,DA,H4,C9"
1571996514,0,5,0,"CK,CA,C2,C10;S6,S4,S2,S3;C4,C3,C8,C9;HJ,S5,S9,S7;C6,C5,CQ,SQ;D4,D3,D2,D8;DA,D6,D7,D5;DQ,D9,D10,SK;C7,SA,H10,HA;CJ,HQ,H9,HK;H2,H7,H6,H3;H5,S8,DK,S10;H4,SJ,DJ,H8"
1571996514,0,5,0,"C9,CA,C2,CQ;S10,S4,S2,S5;C3,C4,C5,SQ;D2,D3,D8,D4;D5,D6,DK,D7;SA,S9,S3,S7;D10,SK,H5,D9;DQ,HK,H2,DJ;H6,H3,C10,H7;HQ,H4,C7,DA;HJ,CK,S6,S8;H9,CJ,C6,H8;H10,C8,SJ,HA"
1571996514,0,0,0,"C6,C2,CK,CJ;C5,C3,C4,C9;S2,S6,SA,S4;HK,CA,C10,C7;S3,S7,H10,SQ;HQ,HA,CQ,C8;D5,D2,D3,DQ;D7,D6,D4,D10;D8,D9,DK,DJ;H2,H9,H4,H3;S5,S8,H7,SK;DA,S10,H5,H8;SJ,S9,H6,HJ"
1571996514,0,21,0,"C2,CJ,C7,C10;S3,S6,S4,S2;S10,S8,SA,S5;D2,D8,D3,D9;SQ,S9,HQ,S7;D5,DQ,D4,HA;D6,DK,D7,H6;CQ,C4,H10,C3;D10,HK,DJ,H4;SK,HJ,DA,C9;H9,H2,H3,C8;CK,C6,H8,C5;CA,H7,H5,SJ"
1571996514,0,0,0,"CK,C9,C10,C2;S7,S2,S3,S4;CQ,C3,C4,C7;D3,D7,D2,SQ;H6,C8,C5,CJ;H3,S6,S5,S10;H2,S8,S9,SJ;DK,SA,HA,SK;D5,D9,D4,HK;D6,DA,D10,H10;DQ,H5,H4,H8;DJ,HQ,C6,CA;D8,H7,HJ,H9"
1571996514,0,0,0,"CA,CK,CJ,C2;S9,S5,S7,S2;C3,C4,SQ,C5;D2,D4,DJ,D6;D3,D8,DK,HA;SA,SJ,S8,S3;C6,C7,SK,C8;H7,HJ,HQ,S4;H5,H3,H10,S6;DA,H2,H9,S10;DQ,C10,H8,C9;D5,D9,H6,HK;D7,D10,H4,CQ"
1571996514,0,0,0,"C9,CJ,CK,C2;S2,S3,S5,S7;S4,S8,S10,S9;S6,HA,SJ,SQ;C4,C3,C6,C7;C5,C8,C10,CA;D3,D5,D4,D2;D9,D8,DA,D6;SA,D10,DK,D7;SK,HK,CQ,H7;H6,HQ,H4,H2;H10,DJ,HJ,H5;H9,DQ,H8,H3"
1571996514,0,7,0,"CK,CA,C7,C2;S3,S6,S2,S5;C3,C4,C5,C8;S4,HQ,S8,S7;S9,H8,S10,HJ;SK,H7,SJ,H10;CJ,C9,C6,CQ;D4,D2,D10,D6;HK,H3,SA,DA;H9,D7,SQ,DK;H4,D5,H2,DQ;D9,D3,HA,D8;H6,C10,H5,DJ"
1571996514,0,15,0,"CJ,CA,CK,C2;C5,C3,C6,C8;S6,HJ,S3,S2;D3,D2,DK,D9;SQ,H10,S4,S5;D5,D4,SA,D10;D8,D6,SK,DQ;HA,H9,S8,S7;HK,C4,C9,C10;H8,H7,HQ,S9;H3,H4,H5,S10;DA,D7,H2,SJ;DJ,C7,CQ,H6"
1571996514,0,0,0,"C10,C2,CQ,CA;S2,S6,S5,S10;C8,C3,C7,C4;S3,S9,S7,HA;S4,SJ,S8,H8;HK,C5,SA,C6;HJ,SQ,SK,C9;D3,D5,D2,D8;D4,D9,D6,DK;H6,HQ,H10,CJ;H3,H9,H4,CK;DJ,H7,DA,H2;D7,DQ,D10,H5"
1571996514,0,6,0,"C3,C9,C2,CK;S3,S5,S2,S8;S4,SK,S7,SJ;SQ,C4,C5,C6;D4,D3,D2,D7;D6,D8,D5,DA;SA,C7,CA,C10;D9,DJ,D10,HA;DK,DQ,HQ,HK;S6,HJ,S10,H4;H3,H5,H6,H2;H10,H9,H7,CQ;S9,C8,H8,CJ"
1571996514,0,15,0,"CK,C2,C8,CJ;S3,S4,S2,S9;S6,SJ,S5,S10;C4,C5,C7,C3;SQ,H9,S7,H7;DQ,D4,D5,D2;C9,CA,SA,C6;HA,D8,D6,D3;HJ,D10,DJ,D7;H10,H8,S8,H3;H5,H6,SK,H2;CQ,H4,HQ,DA;C10,DK,HK,D9"
1571996514,0,0,0,"CQ,CK,C2,CJ;S2,S3,S4,S8;S7,SQ,S5,S10;D5,D6,D4,D2;DJ,D7,D10,D3;S9,SA,S6,SK;HA,D8,DK,D9;C4,HJ,C3,C5;H6,DA,HK,DQ;H2,H3,CA,H7;C6,H10,C8,C7;H5,H8,C9,HQ;SJ,H4,C10,H9"
1571996514,0,19,0,"CA,CK,C2,CJ;S7,S5,S3,S2;S9,S8,S4,S10;C4,C3,CQ,C5;HA,SJ,S6,SK;C8,C6,SQ,C7;C9,C10,HQ,H7;D2,D4,D5,D6;D3,SA,DQ,D7;D9,HK,DK,D8;H4,H3,H2,DA;H5,H9,H6,DJ;HJ,H10,H8,D10"
1571996514,0,26,0,"C2,CA,CQ,CJ;S3,S8,S6,S2;S4,S10,S7,HK;S5,SJ,HQ,H5;C5,C4,C10,C3;CK,C6,C9,C7;S9,SQ,H10,H4;SA,C8,H8,DQ;D3,D4,DK,D2;D10,DA,D9,D5;HA,SK,H7,D8;H2,H6,H3,D7;H9,HJ,DJ,D6"
1571996514,0,10,0,"SA,CA,C10,C2;S2,SJ,S5,S4;H10,C3,C6,C5;S3,SQ,S6,S7;H5,C4,C7,C8;D2,D7,D5,D4;H2,CK,C9,CJ;D3,D8,DA,D6;DQ,DJ,D9,SK;DK,H9,D10,HQ;S8,H7,HA,H8;S9,H6,HK,H3;S10,H4,HJ,CQ"
1571996514,0,24,0,"CA,C9,CJ,C2;S10,S2,S3,S4;C3,C5,C6,C4;SQ,S6,S7,S5;C10,C7,SK,SA;CQ,C8,H10,HA;CK,HQ,H6,HJ;D3,D2,D5,D4;D8,D10,D6,D7;HK,H4,H2,H8;DJ,H9,H3,D9;DQ,H7,SJ,DK;DA,H5,S9,S8"
1571996514,0,10,0,"CA,C3,CK,C2;S6,S2,S7,S3;S9,S4,S10,S5;C5,HQ,C4,C7;C6,HJ,C8,CQ;D5,D2,D4,D10;D7,D3,SQ,DJ;D8,D6,SK,DQ;D9,DK,H5,DA;HA,H2,H3,H4;SJ,S8,CJ,H10;SA,H9,C10,H8;HK,H6,C9,H7"
1571996514,0,25,0,"CK,CJ,C2,C3;S6,S5,SJ,S2;C5,C6,C4,SA;S9,S7,SK,S3;CQ,C9,C7,H8;S10,S8,HK,S4;D4,DK,D3,D2;D5,D9,D8,D6;D10,DQ,H10,D7;H9,H3,H4,H2;DJ,HA,CA,H7;DA,HQ,C10,H6;SQ,HJ,C8,H5"
1571996514,0,0,0,"C10,CA,C2,C8;HA,S4,S5,S2;H8,S8,S6,S3;H7,S9,S7,SJ;C3,C9,C6,C4;C7,CJ,CK,C5;H2,SQ,S10,HK;D4,DJ,D3,D2;D7,DQ,D5,D6;DK,SK,HQ,H9;D10,SA,HJ,H4;D9,H5,H6,H3;D8,H10,CQ,DA"
1571996514,0,16,0,"CK,C2,CA,C8;S3,S2,S7,S4;S5,S6,S10,S8;C4,C3,C7,C5;D7,D3,D4,D2;C10,C6,HK,SQ;CQ,C9,H10,SK;DJ,D5,D6,D8;DQ,D9,D10,DK;SA,S9,H8,SJ;H4,HJ,H3,H2;HQ,CJ,H7,HA;H5,H6,DA,H9"
1571996514,0,0,0,"CK,C2,C7,CA;S2,HA,S9,S3;C4,C3,C5,SQ;C8,C9,C6,SA;C10,CJ,HK,SK;D2,D5,DA,D3;D4,D10,D8,D6;HQ,DJ,D9,D7;H4,DK,HJ,DQ;CQ,H2,H5,S10;SJ,H3,H7,S7;S8,H6,H8,S6;S5,H9,H10,S4"
1571996514,0,17,0,"CA,C2,CQ,C10;S3,S7,S2,S6;S4,S8,S5,S9;C3,C4,C6,C5;C7,CJ,C8,HJ;SA,S10,SQ,DK;CK,SK,C9,DQ;D8,D4,D10,D2;H4,H3,H2,DJ;DA,D6,HQ,D3;H7,H9,H5,D9;HK,SJ,H10,D7;H8,HA,H6,D5"
1571996514,0,10,0,"CQ,CK,CA,C2;C5,C6,C7,C3;CJ,SA,C8,C4;S2,S3,SQ,S6;HQ,HK,C10,C9;D5,D4,D3,D2;D7,DK,D9,D6;H10,DQ,DA,D8;S5,S4,SK,SJ;H8,H3,H5,H2;S8,S7,HA,H6;S10,S9,HJ,DJ;H9,H4,H7,D10"
1571996514,0,11,0,"C10,C9,C2,CK;S2,S6,S9,S3;S4,S7,SJ,S5;SK,C3,C8,C6;HK,C4,CQ,CJ;H9,C5,CA,SA;D2,D6,D3,DQ;D4,D7,D5,D9;D10,SQ,D8,DJ;H8,H3,H5,H2;DA,H10,DK,HA;S8,H4,HQ,HJ;S10,C7,H6,H7"
1571996514,0,17,0,"CK,C10,C2,CA;S6,S4,S3,S2;C3,C6,C5,C4;SQ,S8,S7,S5;C7,HK,CQ,C8;D6,D2,D3,D4;C9,H6,SK,CJ;DQ,D5,D9,D7;DJ,D8,HJ,SA;H4,DA,H2,H3;H5,DK,H8,HQ;H10,S9,SJ,S10;H7,D10,H9,HA"
1571996514,0,4,0,"CA,C10,C7,C2;SJ,S3,S2,S9;C4,C3,C5,C9;CQ,C8,C6,CJ;D4,D3,D2,D7;SA,H10,SK,CK;DJ,H3,D5,D9;DQ,S10,D6,D10;H5,S8,H2,H4;H8,S7,HK,H6;HA,S6,D8,SQ;HQ,S5,DK,H9;HJ,S4,DA,H7"
1571996514,0,0,0,"CA,CK,CQ,C2;S2,S6,S10,S3;S4,HA,SJ,S5;C9,C4,C3,C7;D2,DQ,D6,D4;HK,C5,SQ,C10;H7,HQ,SK,S7;D3,D8,D7,SA;H5,C6,H8,CJ;H2,HJ,H3,S8;DK,H10,DA,S9;DJ,H9,D10,H4;D5,C8,D9,H6"
1571996514,0,0,0,"DA,CK,CA,C2;S3,S4,S9,S2;S7,S5,SJ,S10;H9,C5,C3,C9;D3,D5,D6,D2;H2,C7,C4,SK;S8,S6,SQ,HK;D7,SA,D8,D4;DK,C10,C6,H8;DQ,CQ,C8,H7;DJ,H6,HQ,H3;D10,HJ,CJ,H5;D9,H10,HA,H4"
1571996514,0,13,0,"CJ,C2,CA,C10;S4,S2,S6,S10;C7,C5,CQ,C3;D2,DK,D4,D5;S9,S3,SQ,SA;C8,C6,HK,C4;D3,DA,D8,D6;SK,S5,H10,HA;DQ,H7,DJ,D7;H5,CK,H2,H4;H8,SJ,H3,D10;HJ,S8,H6,D9;HQ,S7,H9,C9"
1571996514,0,25,0,"C2,CA,CQ,C7;S3,S2,S6,S4;S9,SJ,S7,S5;C9,C8,C3,C5;C10,SK,C4,C6;CK,H10,CJ,SQ;D3,DK,D2,D4;D6,D7,D8,D5;SA,H7,S10,S8;D10,D9,HA,DQ;HJ,H4,H8,H2;DJ,H6,HK,H9;DA,H5,HQ,H3"
1571996514,0,7,0,"C2,C9,CQ,CJ;S4,S5,S3,S2;S9,S6,S7,S8;S10,SQ,SJ,HK;D10,D3,D2,D4;DK,D5,D8,D7;C6,SA,C3,C4;CK,SK,C5,C8;CA,H10,C7,H6;H8,H9,H5,H2;HA,D6,D9,DJ;HJ,DA,H7,H3;HQ,DQ,C10,H4"
1571996514,0,0,0,"CQ,C2,C5,CA;C3,C6,H7,C4;S3,S10,S2,SQ;HQ,C7,H4,C10;D6,D4,D2,D8;D10,SK,D3,DJ;S4,HA,S5,SA;H3,H2,DA,H5;DK,H8,D9,H6;DQ,C8,D7,HK;SJ,C9,D5,HJ;S8,CJ,S9,H10;S6,CK,S7,H9"
1571996514,0,5,0,"CK,CQ,C2,CA;S4,SA,S2,S3;C7,C3,C6,C10;S6,HK,S5,S7;S8,H6,SQ,S9;HJ,C4,C8,CJ;D3,D2,D9,D6;D4,D5,D10,D8;DQ,D7,DJ,SK;S10,H5,HQ,HA;SJ,DA,H7,H10;H3,C9,H2,H4;H8,C5,DK,H9"
1571996514,0,18,0,"CJ,C2,CA,C10;S2,S8,S3,S4;S6,S9,SK,S5;C3,C8,C6,C4;C5,CQ,C9,HA;D4,D2,DA,D3;C7,H10,CK,HQ;D9,D6,D5,D7;S10,H7,SA,S7;DQ,D8,DJ,DK;SQ,H4,HJ,SJ;H3,H2,H5,H8;HK,D10,H6,H9"
1571996514,0,7,0,"CA,C8,C2,CJ;S4,SJ,SA,S2;C9,C7,C3,C4;S5,HQ,HK,S3;S7,HJ,H9,S6;S9,H10,H7,S8;S10,H8,H4,SK;CQ,H6,C6,C5;D4,D3,D2,D5;D7,D6,DQ,D8;SQ,H5,C10,HA;H3,DJ,CK,DK;DA,D10,H2,D9"
1571996514,0,2,0,"C5,C2,CK,CA;S3,SQ,S2,S4;D3,D4,D2,D8;D5,D6,D9,DA;S8,SK,S10,S5;C4,C3,CJ,C6;D7,H7,D10,H10;DJ,H6,DQ,H5;HK,H4,DK,C9;S9,H3,SA,S6;H8,CQ,H2,C7;H9,C10,HQ,SJ;HJ,C8,HA,S7"
1571996514,0,5,0,"CQ,C10,CA,C2;S2,S5,S10,S4;SK,C4,C7,C3;HA,C5,C8,C6;HK,HJ,C9,CJ;HQ,H9,SQ,CK;D3,D8,D7,D2;D4,D10,D9,D5;D6,DQ,DA,DJ;S3,S6,SA,H10;H6,DK,H3,H2;S7,S8,H8,H7;SJ,S9,H5,H4"
1571996514,0,0,0,"C4,CK,C2,CA;S3,S5,S7,S2;C3,C5,C8,C6;SQ,C7,C10,SK;SA,C9,CJ,H9;H8,HK,CQ,H3;D5,D2,D6,D4;D9,D3,D7,D8;D10,DQ,DJ,DA;S8,S10,HA,S4;H2,H6,H4,SJ;H5,H10,HQ,S9;H7,HJ,DK,S6"
1571996514,0,21,0,"C2,CJ,CK,C10;S2,S4,S9,S3;D4,D2,D6,D3;SA,D7,DJ,D5;SK,DQ,DA,D8;H7,SQ,H3,H2;S6,S5,HA,SJ;HK,DK,HQ,D9;S7,S8,HJ,H9;C7,C4,H10,C3;S10,C9,H8,H5;CQ,C5,H6,C8;CA,C6,H4,D10"
1571996514,0,1,0,"CK,C2,C10,CQ;S5,S8,S2,S3;H6,S9,S4,S6;H5,SJ,HA,S7;C7,C3,C9,C4;D5,DQ,D2,D8;C8,C5,HK,C6;CJ,CA,H10,SQ;DA,SK,H4,S10;DK,H7,D7,H2;DJ,H8,D6,H3;D10,HJ,D4,H9;D9,HQ,D3,SA"
