1571999055,0,0,3,"CA,CK,C8,C2;S8,S3,S6,S2;C4,CJ,C3,C5;SA,S4,S7,S5;D3,D5,D6,D2;H7,SJ,S9,SK;H6,SQ,C6,C7;D4,HA,D9,D8;D7,HK,DJ,D10;DK,HJ,DA,DQ;H4,H10,S10,CQ;H2,H5,H8,C10;H3,H9,HQ,C9"
1571999055,0,0,3,"C2,CJ,CA,C10;S3,S6,S2,S4;S8,S10,S7,S5;D4,D2,D7,D5;HA,SQ,SJ,S9;DJ,D3,SA,D6;C4,SK,C3,C8;C6,H9,C5,C9;HK,D8,HJ,D10;H8,D9,H10,DQ;H4,DA,H5,DK;CQ,H3,H2,H6;C7,H7,CK,HQ"
1571999055,0,2,3,"C8,C10,C2,CA;S7,S6,S2,S3;S8,HQ,S5,S4;SJ,HJ,S9,S10;D2,D5,D7,D3;SA,C5,C3,C4;SK,C6,C7,CQ;HK,C9,CJ,CK;D4,D9,DJ,DA;H7,H10,HA,SQ;D10,H4,H3,H2;D6,DK,DQ,H8;D8,H6,H9,H5"
1571999055,0,3,3,"C10,CA,C2,C7;S2,S8,S5,S6;HK,C4,C3,C6;S3,H6,HA,S7;S4,H4,HQ,SJ;DA,D6,D2,D3;S9,DK,H10,SQ;D9,DJ,D5,D4;H9,C5,CQ,SA;DQ,CK,D8,D7;S10,CJ,H7,SK;H5,C9,H2,H3;H8,C8,D10,HJ"
1571999055,0,26,3,"C7,CA,C8,C2;S2,S5,S3,S4;S7,S8,S6,S10;SQ,C10,C3,C4;D2,D9,D4,D3;SJ,SA,S9,HQ;SK,CJ,HJ,C5;H9,CQ,H8,C6;H3,CK,H7,C9;DJ,H5,H4,H2;D7,H10,H6,DA;D6,HK,DQ,DK;D5,HA,D8,D10"
1571999055,0,0,3,"C9,C2,CQ,C7;S7,S4,S3,S2;S8,S5,S9,S6;C5,C4,C10,C3;D3,SQ,D2,D4;D5,H10,D6,D9;D7,H5,DQ,D10;D8,H4,DK,DJ;SK,CA,DA,HK;H7,SJ,SA,S10;H2,CK,H8,H6;H3,CJ,HJ,H9;C8,C6,HA,HQ"
1571999055,0,1,3,"C2,CA,C10,CK;S2,S4,S3,S5;S7,SQ,S9,S6;C9,C8,C3,C4;CQ,CJ,C5,H7;D2,D4,D3,D10;D7,D5,D6,DJ;SA,D8,D9,DK;H9,DQ,HK,DA;S10,SK,HJ,S8;H2,H4,H10,H3;H8,HA,C6,H5;H6,HQ,C7,SJ"
1571999055,0,0,3,"C2,CJ,CQ,CA;S4,S2,S5,S3;S7,H10,S6,SJ;CK,C8,C3,C5;S8,H9,S9,HK;HA,H4,C4,C7;HQ,H3,C6,C9;D6,D3,D8,D2;HJ,DJ,C10,H8;S10,D10,SA,H7;DA,D9,SK,H6;DK,D5,SQ,H2;D7,D4,H5,DQ"
1571999055,0,18,3,"CA,C9,CJ,C2;S6,S2,S5,S4;S10,S3,S8,S9;C5,C4,SQ,C3;C6,SA,HJ,C7;D3,D9,D2,DK;C10,SK,H9,C8;D6,D10,D4,HA;D8,DQ,D5,HQ;H10,S7,SJ,H7;DJ,HK,D7,H6;DA,H8,H4,CK;H3,H5,H2,CQ"
1571999055,0,9,3,"CA,CK,CQ,C2;S3,S6,S2,S5;S4,S10,HK,S8;CJ,C3,C5,C4;S7,SQ,H9,S9;SA,C8,C9,C6;HA,SK,C10,C7;D2,D3,D8,D6;D4,DJ,DK,D9;D5,HJ,DA,DQ;HQ,H2,H3,H6;D7,H10,H8,H7;D10,H4,H5,SJ"
1571999055,0,0,3,"CA,CK,C2,C10;S2,S9,S4,S6;C4,C6,C5,C3;SQ,CJ,C8,C7;D4,D2,DK,D3;SK,HA,C9,HK;H6,HQ,CQ,HJ;D6,D5,D7,H9;D9,D8,D10,H5;DJ,DA,DQ,H2;H4,H7,H3,SJ;S5,H8,SA,S10;S3,H10,S7,S8"
1571999055,0,9,3,"C2,CJ,C10,CA;S2,S5,SA,S7;D2,D5,D6,D4;D3,DQ,D8,D9;S3,S6,HA,SQ;S4,S8,HQ,SK;C6,C4,HJ,C3;D7,H10,D10,HK;DK,H6,DJ,H8;SJ,S9,H9,H2;C9,C5,H7,C7;CQ,H4,H5,C8;H3,S10,DA,CK"
1571999055,0,13,3,"CK,C2,C8,CA;SJ,S3,S4,S2;C7,C3,SA,C4;C10,C6,SK,C5;CJ,C9,HA,CQ;HK,S5,S8,S7;DJ,D4,D6,D2;DK,D5,D8,D3;DA,SQ,D9,D7;H3,HQ,H5,H2;H10,S6,HJ,H9;H8,S9,H7,H6;H4,S10,D10,DQ"
1571999055,0,14,3,"DQ,C2,C9,CK;S7,S2,S5,S10;HA,C3,C7,C5;SJ,S3,S8,HK;D7,SQ,D2,D3;D9,SK,D4,D5;H2,HJ,H4,H8;HQ,S4,SA,H9;H10,C4,C8,C6;H7,CA,D8,D6;H6,CJ,D10,DJ;H5,S9,DA,C10;H3,S6,DK,CQ"
1571999055,0,0,3,"C9,CA,C2,CQ;C6,C8,C3,C4;HQ,C10,C5,SQ;HJ,CK,C7,H9;D9,D3,D5,D2;DJ,D8,D6,D4;S2,SA,S3,S4;H7,D10,DQ,D7;S6,HA,S5,S7;S9,H10,SK,S8;H6,H8,CJ,H4;SJ,DA,H5,H2;S10,DK,HK,H3"
1571999055,0,0,3,"C8,C9,CQ,C2;S3,S2,S7,S4;S9,S5,SJ,S6;C6,C5,C4,C3;D4,D2,D10,D3;SA,HA,CJ,C7;D5,D8,DJ,SQ;D6,D9,DK,H9;D7,HK,DA,H4;HQ,S8,SK,S10;H2,H3,H5,CA;H6,H7,H8,CK;DQ,HJ,H10,C10"
1571999055,0,15,3,"C2,C3,C7,CA;H6,S9,S2,S3;DA,S10,S5,S4;D7,D3,D2,SQ;D10,D4,D5,SK;DJ,D9,D6,HQ;DK,DQ,D8,HJ;C6,SA,C5,C4;C8,HA,H10,C9;CK,HK,S6,S7;CQ,H3,H2,H7;CJ,H4,SJ,H8;C10,H5,S8,H9"
1571999055,0,0,3,"C2,CQ,CA,C10;S2,S3,S5,S4;S7,S10,S8,S6;CJ,C3,C6,C5;D2,D3,D4,D8;HK,SK,SJ,S9;HQ,C4,CK,C9;D6,D7,D5,DA;D10,D9,DK,DQ;H8,H10,SQ,SA;H3,H2,H4,H6;H5,C8,H9,H7;DJ,C7,HA,HJ"
1571999055,0,0,3,"C6,C2,CK,C9;S3,S2,S6,S10;HA,C10,C4,C3;SJ,S4,S8,SQ;H10,CQ,C7,C5;H9,CA,C8,SK;D2,D9,D3,D6;D5,DA,D4,DJ;H7,S5,S9,HQ;H5,SA,CJ,HJ;D8,HK,D7,DK;H3,H2,DQ,H6;H4,S7,D10,H8"
1571999055,0,3,3,"CK,C9,C2,CJ;S4,S7,S3,S2;CQ,C7,C8,C3;S8,SQ,S5,S10;D2,D7,DQ,D3;D5,D9,D10,D4;SJ,SK,S6,H4;D6,DK,HA,D8;H2,H3,H7,DA;SA,HK,S9,C10;DJ,HQ,HJ,C6;H6,H5,H9,C5;H10,H8,CA,C4"
1571999055,0,6,3,"CA,C9,C2,CQ;S5,S7,S2,S3;SA,S8,S4,S6;C4,C3,C7,C8;HK,SQ,SJ,S9;C5,C6,C10,SK;CK,H10,CJ,HA;D2,DK,D5,D3;D4,D7,D6,HQ;D9,D8,DA,H8;H6,H5,H3,H2;D10,DJ,HJ,H4;DQ,H9,H7,S10"
1571999055,0,0,3,"C10,CA,C2,CK;S6,S5,S4,S2;S8,SJ,S7,S3;SK,C6,C5,C3;HJ,C8,C7,C4;D4,D3,DK,D2;S9,SA,S10,HK;D7,D6,D5,DA;H10,HA,CJ,C9;D9,D8,DJ,HQ;H6,H8,SQ,H7;H4,H3,H2,H5;D10,DQ,H9,CQ"
1571999055,0,14,3,"CA,C5,C2,CQ;S2,S5,S3,S4;S6,S8,S9,S7;SA,SJ,S10,HQ;C4,C3,C6,C7;CJ,SQ,C8,C9;D5,D2,D6,D3;H8,HA,CK,C10;D7,D4,D8,DJ;D10,DA,DK,D9;H5,H4,H10,H2;H6,HK,SK,H7;DQ,HJ,H9,H3"
1571999055,0,7,3,"C2,CA,C8,CK;S5,S2,S9,S3;D2,D9,D5,D4;S10,S4,SQ,HJ;D3,DQ,D7,DK;C7,C10,SA,C3;D6,DA,D8,H9;SJ,S6,SK,H7;DJ,H3,D10,CJ;H4,H2,H5,C9;HQ,CQ,H6,C6;HK,S8,H8,C5;HA,S7,H10,C4"
1571999055,0,6,3,"CK,C2,C7,C10;S4,S7,S2,S3;S6,S9,S5,SQ;C4,C9,C3,C5;DJ,D6,D5,D2;DQ,DK,D7,D3;S8,S10,HA,SA;DA,HK,D8,D4;SK,SJ,H7,HJ;C8,CQ,H6,C6;CJ,CA,H4,H9;H5,H2,D10,H3;H10,HQ,D9,H8"
1571999055,0,0,3,"C2,CJ,CA,CK;S3,S7,S2,S4;S5,SJ,S9,SQ;D2,D3,D10,D6;D7,D4,DK,DJ;S6,SK,S10,HQ;D8,D5,HK,DA;C5,C3,C4,C7;SA,C8,C6,C9;H10,HA,HJ,C10;H4,H9,H8,CQ;D9,H3,H6,H2;S8,DQ,H7,H5"
1571999055,0,4,3,"C10,CA,C9,C2;S3,S2,S6,S5;S7,S4,S10,S9;S8,HA,SJ,SQ;C3,C5,C4,CJ;C8,C6,H8,CK;D9,D3,D2,D6;D7,D4,D5,D8;SK,D10,DJ,DQ;HK,H10,H6,SA;HJ,H2,H3,H4;H5,CQ,DA,H9;H7,C7,DK,HQ"
1571999055,0,26,3,"CA,C2,CQ,C7;S2,S3,S10,S4;C9,C3,C4,C6;S6,S9,H10,S5;CK,C8,C5,SA;S7,SQ,H8,SJ;D4,D7,D6,D2;D8,D10,D9,D3;SK,C10,H7,HK;DK,CJ,H6,H9;DQ,HJ,H3,H2;DJ,HQ,H4,H5;S8,HA,DA,D5"
1571999055,0,17,3,"CA,C7,C2,CJ;S5,S4,S8,S2;SQ,S6,S10,S3;D10,D2,D5,D3;C5,C4,CK,C3;HK,D4,D8,D6;H10,D7,D9,SK;H9,DJ,DA,HJ;H7,S7,SA,S9;H5,HQ,H2,H3;C9,C6,HA,C8;C10,DK,H6,H8;CQ,DQ,H4,SJ"
1571999055,0,7,3,"CA,C2,C6,CJ;C7,CK,C5,C3;SK,S7,S2,S3;D2,D4,D3,D6;HA,S8,S9,S4;D8,SQ,D5,D9;HK,S10,SA,S5;D10,H7,D7,H10;DQ,H6,DJ,H9;DA,CQ,DK,H4;H2,C10,H3,C9;H5,C8,H8,C4;HQ,SJ,HJ,S6"
1571999055,0,11,3,"CK,CA,C2,C10;S4,S3,S5,S2;SJ,S7,S6,S9;D4,D2,D3,D5;SQ,S8,SK,S10;D6,D7,DJ,D8;D10,HA,DA,D9;SA,CJ,C6,C3;HK,CQ,C7,C4;H7,H2,H3,H6;DQ,HJ,H9,HQ;DK,H5,C9,H10;H8,H4,C8,C5"
1571999055,0,4,3,"CA,C7,C2,C10;C3,C5,C9,C4;HK,S2,S6,S3;H10,S7,S8,S4;H9,SQ,S9,S5;C8,C6,CQ,SA;D6,D3,D2,DQ;H4,H8,S10,SK;DA,H3,H6,H2;D7,D4,D8,HA;DJ,D5,D9,HJ;CJ,DK,HQ,H7;CK,D10,SJ,H5"
1571999055,0,2,3,"CK,C2,CQ,CJ;S5,S9,S4,S2;C8,C5,C3,C6;S7,SK,SQ,S3;D4,D3,D2,D6;S8,HJ,HK,S6;D5,D9,D7,SA;D8,DQ,D10,HA;H10,C7,C4,C9;H4,H6,H2,H3;H8,C10,DA,HQ;SJ,CA,DK,H7;S10,H9,DJ,H5"
1571999055,0,0,3,"CK,C9,C2,CA;S3,S9,S10,S2;S5,SK,SJ,S4;C4,C3,CQ,C6;C10,C5,CJ,C7;DA,D3,D7,D2;S7,HK,SA,S6;SQ,D4,D10,D5;HQ,D9,DJ,D6;HJ,H7,DQ,D8;H6,H2,H4,H8;H10,H5,HA,DK;S8,H3,H9,C8"
1571999055,0,20,3,"CJ,CA,CK,C2;S2,S4,S3,S6;S10,SJ,S5,S7;C3,C4,C9,C7;D9,D2,D5,D3;C8,C5,HA,SQ;SK,HK,H5,S8;SA,HJ,H3,S9;C10,C6,H2,HQ;H4,D10,DK,H6;H10,D4,D6,DQ;H8,D7,D8,DA;H7,CQ,DJ,H9"
1571999055,0,19,3,"C2,CK,CJ,CA;S5,S2,S4,S3;C3,C7,C4,HK;HA,S6,S10,S8;C5,SA,C6,HQ;C9,H10,C8,HJ;C10,H9,SQ,H8;CQ,H5,SK,H6;D3,DK,D5,D2;D4,DQ,D7,D6;H3,S7,H7,SJ;D9,H4,D10,D8;DJ,S9,DA,H2"
1571999055,0,0,3,"CQ,CJ,CA,C2;S10,S4,S2,S6;C5,C4,C3,C6;SK,S8,S3,S9;D5,DK,D2,D3;SA,C8,C9,C7;HQ,HA,S5,SJ;H9,C10,HJ,CK;D7,D6,D4,DJ;D10,D9,D8,DQ;H7,HK,S7,SQ;H4,H5,H3,H2;DA,H10,H8,H6"
1571999055,0,14,3,"CA,C2,CJ,CQ;S4,SK,S2,S6;C3,CK,C5,C4;D5,D3,D2,D10;S5,H8,S3,S8;HK,H3,S7,S9;HJ,H2,S10,SJ;C8,DK,SQ,C6;D8,D4,DQ,HQ;H10,DJ,SA,H9;DA,D9,H5,H4;C10,D7,H6,H7;C9,D6,HA,C7"
1571999055,0,4,3,"CJ,CA,C2,CK;S3,S2,S5,S4;HK,SA,S6,S8;C5,C8,C4,C3;D5,D9,DQ,D2;H4,HA,S7,SQ;C6,HQ,C9,C10;D6,DK,HJ,D3;DA,H5,H9,H2;DJ,H10,S9,SK;D8,H8,CQ,D4;D10,H7,SJ,D7;C7,H6,S10,H3"
1571999055,0,13,3,"CQ,CJ,CA,C2;SJ,S5,S2,S7;C5,C6,C3,CK;SK,S6,S3,S10;C8,C7,C4,SQ;D4,DK,D2,D3;SA,C9,HJ,HA;HK,C10,H6,HQ;H9,D7,D8,D5;H8,DJ,D9,D6;H5,DQ,H4,D10;H3,S9,S4,H10;H2,H7,S8,DA"
1571999055,0,22,3,"CA,C3,C2,C10;S5,S2,SK,S7;C5,HA,C4,C6;SA,S3,HK,S10;C8,H4,C7,SQ;C9,H2,CQ,H7;CJ,DK,CK,H3;D2,D3,DQ,D6;D5,D4,DA,D7;H9,S9,H5,D10;DJ,S8,HQ,D8;H10,S6,H6,D9;HJ,S4,H8,SJ"
1571999055,0,11,3,"CJ,CA,C2,C10;S4,S10,S7,S2;C3,CQ,C9,C4;C5,CK,SQ,C6;D7,D2,DA,D5;D9,D3,DK,D6;S6,SA,S9,S3;D10,D4,SK,DJ;S8,HA,HK,S5;DQ,D8,H10,HQ;SJ,H9,H8,HJ;C7,H7,H4,C8;H6,H5,H3,H2"
1571999055,0,3,3,"C10,CQ,C2,CA;S2,S4,S6,S5;S3,S9,S7,S10;SA,C8,C3,C5;S8,SJ,SQ,H7;D5,D2,DJ,D7;HA,SK,C4,C6;D6,D3,HK,D8;DQ,D4,HJ,D9;DK,D10,H10,H4;H2,H5,H3,CK;HQ,DA,H9,C9;H6,H8,CJ,C7"
1571999055,0,2,3,"C2,CA,C10,CK;S5,S4,S3,S2;S6,S10,S9,S7;C3,CJ,C4,C9;D4,D10,D3,D2;D6,DK,DQ,D5;S8,SK,SJ,SQ;H5,H3,H2,H6;C5,HA,C7,CQ;D8,HK,HJ,D7;D9,H10,H7,DJ;HQ,H9,H4,DA;C6,H8,C8,SA"
1571999055,0,1,3,"CK,C2,CQ,CA;S5,S7,S2,S3;SK,C7,C3,C5;HA,C8,C4,C6;D6,D2,D8,D5;S6,HJ,S9,S4;SJ,H9,S10,S8;D9,D3,SQ,D10;DJ,D4,HK,DK;H6,H8,H5,SA;H4,H7,C9,CJ;H3,DQ,H2,H10;DA,D7,C10,HQ"
1571999055,0,0,3,"CA,C2,C8,CQ;S4,S8,S7,S2;S9,S10,SA,S3;D2,D7,D5,D4;H9,SJ,HK,S5;C3,C4,HQ,C6;H8,HA,HJ,S6;H6,C5,H10,C10;H5,C7,H7,CJ;D3,D9,D8,D6;H3,C9,H4,SQ;DQ,CK,DA,SK;D10,H2,DJ,DK"
1571999055,0,6,3,"C2,CJ,C6,CA;S4,S7,S9,S2;C3,C5,C4,CK;S5,SK,HQ,S3;C9,C8,H9,C7;S6,HK,H6,S10;HA,C10,DA,CQ;S8,H7,DK,SA;SJ,H5,DQ,SQ;H10,D9,DJ,H2;D4,D2,D6,H8;D8,D3,D7,H4;HJ,D5,D10,H3"
1571999055,0,0,3,"CK,CJ,CA,C2;S3,S7,S2,S4;S5,S10,SK,S8;SQ,C4,C5,C3;HQ,C6,C7,C8;H8,C9,HJ,CQ;D4,D2,D3,D6;D8,D9,D5,D7;DJ,DQ,DA,D10;H5,SA,DK,HA;H3,HK,H2,H7;S6,SJ,H9,S9;H4,C10,H6,H10"
1571999055,0,5,3,"CK,C5,C2,CQ;S9,S4,S2,S3;C7,C4,C6,C3;C8,HA,C9,SQ;C10,HJ,CA,HK;D2,D7,D3,D4;D5,D9,DK,D6;D10,DQ,DJ,D8;SA,S5,S8,S10;DA,H8,SK,HQ;CJ,H2,H10,H9;H4,S7,H6,H3;H5,S6,H7,SJ"
1571999055,0,5,3,"C8,CK,C2,CA;S2,S8,S3,S4;S5,S9,S10,S7;SQ,C3,C4,C9;DK,D2,D5,D4;D6,D3,D7,DQ;SA,C6,C5,CJ;HA,SK,C7,CQ;HK,H5,H2,H3;D10,D8,D9,H10;S6,SJ,HQ,H8;HJ,DA,DJ,H6;H7,H9,C10,H4"
1571999055,0,1,3,"C2,CA,CK,C9;S3,S2,S5,S4;S9,S6,S8,SQ;C6,C8,C4,C3;D5,D2,DK,D3;C7,C10,C5,HQ;D8,D6,DQ,D4;DA,D7,DJ,D9;SA,S7,S10,H8;H2,HJ,H3,H5;H10,SJ,SK,H7;H4,CQ,HK,H6;H9,CJ,HA,D10"
1571999055,0,8,3,"C2,CA,CK,CJ;S4,S2,HA,S3;S5,S6,HK,S9;S7,SJ,H8,S10;D3,D2,DA,D4;C3,HQ,C5,C6;C4,H10,C7,C9;C8,H7,CQ,C10;SQ,D5,D8,DQ;HJ,H4,H3,H2;S8,DK,DJ,H9;SK,D7,D10,H6;SA,D6,D9,H5"
1571999055,0,23,3,"C2,C10,CA,CK;S4,S2,S7,S3;S8,HK,S10,S5;S9,HQ,SJ,S6;D8,D2,D3,D7;C7,C3,SK,C4;C8,C5,HA,CJ;DJ,D4,D5,D9;C9,C6,H7,SA;CQ,HJ,H4,H10;SQ,H5,H3,H9;H6,DK,H2,DA;H8,D6,DQ,D10"
1571999055,0,5,3,"C9,C2,CJ,CK;S2,S3,S10,S4;S6,S5,SJ,S8;C3,CA,C6,C4;S7,S9,SA,SQ;D7,D2,D6,D5;D9,D3,DK,H8;SK,H3,C7,C5;HQ,DA,C10,C8;H5,DQ,H2,H4;DJ,D4,HA,H7;H9,D10,H10,H6;HJ,D8,HK,CQ"
